index	name	abbreviation	color
10473	right Dentate gyrus	DG-R	7DCF49
10474	right Dentate gyrus, molecular layer	DG-mo-R	7BD04A
10475	right Dentate gyrus, polymorph layer	DG-po-R	7ECE4A
10476	right Dentate gyrus, granule cell layer	DG-sg-R	65A83D
10477	right Dentate gyrus, subgranular zone	DG-sgz-R	7CD04B
10478	right Dentate gyrus crest	DGcr-R	7DCE4A
10479	right Dentate gyrus crest, molecular layer	DGcr-mo-R	7CCF4A
10480	right Dentate gyrus crest, polymorph layer	DGcr-po-R	7ECE49
10481	right Dentate gyrus crest, granule cell layer	DGcr-sg-R	7CD049
10482	right Dentate gyrus lateral blade	DGlb-R	7CCE4B
10483	right Dentate gyrus lateral blade, molecular layer	DGlb-mo-R	7ED048
10484	right Dentate gyrus lateral blade, polymorph layer	DGlb-po-R	7ECD4B
10485	right Dentate gyrus lateral blade, granule cell layer	DGlb-sg-R	7DCE49
10486	right Dentate gyrus medial blade	DGmb-R	7CCF49
10487	right Dentate gyrus medial blade, molecular layer	DGmb-mo-R	7CCE4A
10488	right Dentate gyrus medial blade, polymorph layer	DGmb-po-R	7BD04B
10489	right Dentate gyrus medial blade, granule cell layer	DGmb-sg-R	7ECF48
10490	right Fasciola cinerea	FC-R	7ECD4A
10491	right Induseum griseum	IG-R	7ED04B
10492	right Retrohippocampal region	RHP-R	30B625
10493	right Entorhinal area	ENT-R	32B822
10494	right Entorhinal area, lateral part	ENTl-R	32B525
10495	right Entorhinal area, lateral part, layer 1	ENTl1-R	32B722
10496	right Entorhinal area, lateral part, layer 2	ENTl2-R	32B825
10497	right Entorhinal area, lateral part, layer 2/3	ENTl2/3-R	2FB825
10498	right Entorhinal area, lateral part, layer 2a	ENTl2a-R	30B624
10499	right Entorhinal area, lateral part, layer 2b	ENTl2b-R	30B823
10500	right Entorhinal area, lateral part, layer 3	ENTl3-R	32B725
10501	right Entorhinal area, lateral part, layer 4	ENTl4-R	32B724
10502	right Entorhinal area, lateral part, layer 4/5	ENTl4/5-R	31B724
10503	right Entorhinal area, lateral part, layer 5	ENTl5-R	31B824
10504	right Entorhinal area, lateral part, layer 5/6	ENTl5/6-R	30B825
10505	right Entorhinal area, lateral part, layer 6a	ENTl6a-R	32B824
10506	right Entorhinal area, lateral part, layer 6b	ENTl6b-R	31B825
10507	right Entorhinal area, medial part, dorsal zone	ENTm-R	31B623
10508	right Entorhinal area, medial part, dorsal zone, layer 1	ENTm1-R	31B625
10509	right Entorhinal area, medial part, dorsal zone, layer 2	ENTm2-R	30B824
10510	right Entorhinal area, medial part, dorsal zone, layer 2a	ENTm2a-R	32B624
10511	right Entorhinal area, medial part, dorsal zone, layer 2b	ENTm2b-R	31B823
10512	right Entorhinal area, medial part, dorsal zone, layer 3	ENTm3-R	31B723
10513	right Entorhinal area, medial part, dorsal zone, layer 4	ENTm4-R	31B624
10514	right Entorhinal area, medial part, dorsal zone, layer 5	ENTm5-R	30B724
10515	right Entorhinal area, medial part, dorsal zone, layer 5/6	ENTm5/6-R	30B725
10516	right Entorhinal area, medial part, dorsal zone, layer 6	ENTm6-R	32B623
10517	right Entorhinal area, medial part, ventral zone	ENTmv-R	30B723
10518	right Entorhinal area, medial part, ventral zone, layer 1	ENTmv1-R	31B725
10519	right Entorhinal area, medial part, ventral zone, layer 2	ENTmv2-R	32B823
10520	right Entorhinal area, medial part, ventral zone, layer 3	ENTmv3-R	32B625
10521	right Entorhinal area, medial part, ventral zone, layer 4	ENTmv4-R	32B723
10522	right Entorhinal area, medial part, ventral zone, layer 5/6	ENTmv5/6-R	32B524
10523	right Parasubiculum	PAR-R	72D568
10524	right Parasubiculum, layer 1	PAR1-R	72D469
10525	right Parasubiculum, layer 2	PAR2-R	71D569
10526	right Parasubiculum, layer 3	PAR3-R	72D569
10527	right Postsubiculum	POST-R	47C83C
10528	right Postsubiculum, layer 1	POST1-R	48C73C
10529	right Postsubiculum, layer 2	POST2-R	48C83B
10530	right Postsubiculum, layer 3	POST3-R	48C83C
10531	right Presubiculum	PRE-R	59B847
10532	right Presubiculum, layer 1	PRE1-R	59B947
10533	right Presubiculum, layer 2	PRE2-R	59B946
10534	right Presubiculum, layer 3	PRE3-R	58B947
10535	right Subiculum	SUB-R	4FC244
10536	right Subiculum, dorsal part	SUBd-R	4FC243
10537	right Subiculum, dorsal part, molecular layer	SUBd-m-R	4EC244
10538	right Subiculum, dorsal part, pyramidal layer	SUBd-sp-R	4BB547
10539	right Subiculum, dorsal part, stratum radiatum	SUBd-sr-R	4FC143
10540	right Subiculum, ventral part	SUBv-R	4FC144
10541	right Subiculum, ventral part, molecular layer	SUBv-m-R	4EC243
10542	right Subiculum, ventral part, pyramidal layer	SUBv-sp-R	4BB546
10543	right Subiculum, ventral part, stratum radiatum	SUBv-sr-R	4EC144
10544	right Prosubiculum	ProS-R	57B947
10545	right Prosubiculum, dorsal part	ProSd-R	57BA47
10546	right Prosubiculum, dorsal part, molecular layer	ProSd-m-R	58BA48
10547	right Prosubiculum, dorsal part, pyramidal layer	ProSd-sp-R	56B84B
10548	right Prosubiculum, dorsal part, stratum radiatum	ProSd-sr-R	57B948
10549	right Prosubiculum, ventral part	ProSv-R	58BA47
10550	right Prosubiculum, ventral part, molecular layer	ProSv-m-R	58B948
10551	right Prosubiculum, ventral part, pyramidal layer	ProSv-sp-R	56B84A
10552	right Prosubiculum, ventral part, stratum radiatum	Prosv-sr-R	57BA48
10553	right Hippocampo-amygdalar transition area	HATA-R	33B931
10554	right Area prostriata	APr-R	33B932
10555	right Cortical subplate	CTXsp-R	8AD987
10556	right Layer 6b, isocortex	6b-R	8ADA87
10557	right Claustrum	CLA-R	8ADA86
10558	right Endopiriform nucleus	EP-R	A0EE9D
10559	right Endopiriform nucleus, dorsal part	EPd-R	A0EE9C
10560	right Endopiriform nucleus, ventral part	EPv-R	A0ED9D
10561	right Lateral amygdalar nucleus	LA-R	90EB8D
10562	right Basolateral amygdalar nucleus	BLA-R	9DE79C
10563	right Basolateral amygdalar nucleus, anterior part	BLAa-R	9DE79B
10564	right Basolateral amygdalar nucleus, posterior part	BLAp-R	9DE69C
10565	right Basolateral amygdalar nucleus, ventral part	BLAv-R	9CE79C
10566	right Basomedial amygdalar nucleus	BMA-R	84EA81
10567	right Basomedial amygdalar nucleus, anterior part	BMAa-R	84EA80
10568	right Basomedial amygdalar nucleus, posterior part	BMAp-R	84E981
10569	right Posterior amygdalar nucleus	PA-R	97EC93
10570	right Cerebral nuclei	CNU-R	98D6F8
10571	right Striatum	STR-R	97D6F9
10572	right Striatum dorsal region	STRd-R	98D6F9
10573	right Caudoputamen	CP-R	98D5F9
10574	right Striatum ventral region	STRv-R	7FCDF7
10575	right Nucleus accumbens	ACB-R	80CDF8
10576	right Fundus of striatum	FS-R	7ECDF8
10577	right Olfactory tubercle	OT-R	7FCCF7
10578	right Islands of Calleja	isl-R	80CCF7
10579	right Major island of Calleja	islm-R	80CDF6
10580	right Olfactory tubercle, layers 1-3	OT1-3-R	80CDF7
10581	right Olfactory tubercle, molecular layer	OT1-R	7FCCF8
10582	right Olfactory tubercle, pyramidal layer	OT2-R	80CCF8
10583	right Olfactory tubercle, polymorph layer	OT3-R	7FCDF8
10584	right Lateral strip of striatum	LSS-R	80CBF8
10585	right Lateral septal complex	LSX-R	90CAEC
10586	right Lateral septal nucleus	LS-R	90CBED
10587	right Lateral septal nucleus, caudal (caudodorsal) part	LSc-R	90CBEC
10588	right Lateral septal nucleus, rostral (rostroventral) part	LSr-R	90CAED
10589	right Lateral septal nucleus, ventral part	LSv-R	8FCBED
10590	right Septofimbrial nucleus	SF-R	8FCBEC
10591	right Septohippocampal nucleus	SH-R	8FCAED
10592	right Striatum-like amygdalar nuclei	sAMY-R	80C0E1
10593	right Anterior amygdalar area	AAA-R	80C0E2
10594	right Bed nucleus of the accessory olfactory tract	BA-R	80BFE2
10595	right Central amygdalar nucleus	CEA-R	7EC0E2
10596	right Central amygdalar nucleus, capsular part	CEAc-R	80BFE0
10597	right Central amygdalar nucleus, lateral part	CEAl-R	80BEE1
10598	right Central amygdalar nucleus, medial part	CEAm-R	7FC0E0
10599	right Intercalated amygdalar nucleus	IA-R	80BEE2
10600	right Medial amygdalar nucleus	MEA-R	80BFE1
10601	right Medial amygdalar nucleus, anterodorsal part	MEAad-R	7FC0E2
10602	right Medial amygdalar nucleus, anteroventral part	MEAav-R	7FC0E1
10603	right Medial amygdalar nucleus, posterodorsal part	MEApd-R	7FBFE2
10604	right Medial amygdalar nucleus, posterodorsal part, sublayer a	MEApd-a-R	7FBFE1
10605	right Medial amygdalar nucleus, posterodorsal part, sublayer b	MEApd-b-R	80C0E0
10606	right Medial amygdalar nucleus, posterodorsal part, sublayer c	MEApd-c-R	7EC0E1
10607	right Medial amygdalar nucleus, posteroventral part	MEApv-R	7FBEE2
10608	right Pallidum	PAL-R	8599CC
10609	right Pallidum, dorsal region	PALd-R	8599CB
10610	right Globus pallidus, external segment	GPe-R	8598CC
10611	right Globus pallidus, internal segment	GPi-R	8499CC
10612	right Pallidum, ventral region	PALv-R	A2B0D8
10613	right Substantia innominata	SI-R	A2B1D7
10614	right Magnocellular nucleus	MA-R	A2B1D8
10615	right Pallidum, medial region	PALm-R	95A7D3
10616	right Medial septal complex	MSC-R	96A6D2
10617	right Medial septal nucleus	MS-R	96A7D3
10618	right Diagonal band nucleus	NDB-R	96A6D3
10619	right Triangular nucleus of septum	TRS-R	96A7D2
10620	right Pallidum, caudal region	PALc-R	B1BFDF
10621	right Bed nuclei of the stria terminalis	BST-R	B3C0DE
10622	right Bed nuclei of the stria terminalis, anterior division	BSTa-R	B3BFDF
10623	right Bed nuclei of the stria terminalis, anterior division, anterolateral area	BSTal-R	B2BFDD
10624	right Bed nuclei of the stria terminalis, anterior division, anteromedial area	BSTam-R	B3BFDE
10625	right Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus	BSTdm-R	B2C0DE
10626	right Bed nuclei of the stria terminalis, anterior division, fusiform nucleus	BSTfu-R	B2BFDF
10627	right Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus	BSTju-R	B3BEDF
10628	right Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus	BSTmg-R	B2BFDE
10629	right Bed nuclei of the stria terminalis, anterior division, oval nucleus	BSTov-R	B1C0DF
10630	right Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus	BSTrh-R	B3BFDD
10631	right Bed nuclei of the stria terminalis, anterior division, ventral nucleus	BSTv-R	B3C0DD
10632	right Bed nuclei of the stria terminalis, posterior division	BSTp-R	B2C0DF
10633	right Bed nuclei of the stria terminalis, posterior division, dorsal nucleus	BSTd-R	B3BEDE
10634	right Bed nuclei of the stria terminalis, posterior division, principal nucleus	BSTpr-R	B2C0DD
10635	right Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus	BSTif-R	B2BEDE
10636	right Bed nuclei of the stria terminalis, posterior division, transverse nucleus	BSTtr-R	B2BEDF
10637	right Bed nuclei of the stria terminalis, posterior division, strial extension	BSTse-R	B1C0DE
10638	right Bed nucleus of the anterior commissure	BAC-R	B3C0DF
10639	right Brain stem	BS-R	FF7080
10640	right Interbrain	IB-R	FF707F
10641	right Thalamus	TH-R	FF6F80
10642	right Thalamus, sensory-motor cortex related	DORsm-R	FE7E84
10643	right Ventral group of the dorsal thalamus	VENT-R	FF8082
10644	right Ventral anterior-lateral complex of the thalamus	VAL-R	FD7E84
10645	right Ventral medial nucleus of the thalamus	VM-R	FF7E84
10646	right Ventral posterior complex of the thalamus	VP-R	FF8081
10647	right Ventral posterolateral nucleus of the thalamus	VPL-R	FD8084
10648	right Ventral posterolateral nucleus of the thalamus, parvicellular part	VPLpc-R	FF7F82
10649	right Ventral posteromedial nucleus of the thalamus	VPM-R	FF7E83
10650	right Ventral posteromedial nucleus of the thalamus, parvicellular part	VPMpc-R	FE8082
10651	right Posterior triangular thalamic nucleus	PoT-R	FF7E82
10652	right Subparafascicular nucleus	SPF-R	FF8083
10653	right Subparafascicular nucleus, magnocellular part	SPFm-R	FF7F84
10654	right Subparafascicular nucleus, parvicellular part	SPFp-R	FE8084
10655	right Subparafascicular area	SPA-R	FE7F83
10656	right Peripeduncular nucleus	PP-R	FD7F84
10657	right Geniculate group, dorsal thalamus	GENd-R	FD8083
10658	right Medial geniculate complex	MG-R	FF7F83
10659	right Medial geniculate complex, dorsal part	MGd-R	FE7F82
10660	right Medial geniculate complex, ventral part	MGv-R	FE7E83
10661	right Medial geniculate complex, medial part	MGm-R	FD7F83
10662	right Dorsal part of the lateral geniculate complex	LGd-R	FF8084
10663	right Dorsal part of the lateral geniculate complex, shell	LGd-sh-R	FE8083
10664	right Dorsal part of the lateral geniculate complex, core	LGd-co-R	FE7F84
10665	right Dorsal part of the lateral geniculate complex, ipsilateral zone	LGd-ip-R	FD8082
10666	right Thalamus, polymodal association cortex related	DORpm-R	FE909C
10667	right Lateral group of the dorsal thalamus	LAT-R	FE8F9F
10668	right Lateral posterior nucleus of the thalamus	LP-R	FE909D
10669	right Posterior complex of the thalamus	PO-R	FF8E9C
10670	right Posterior limiting nucleus of the thalamus	POL-R	FF8D9D
10671	right Suprageniculate nucleus	SGN-R	FF8E9D
10672	right Ethmoid nucleus of the thalamus	Eth-R	FD8F9C
10673	right Retroethmoid nucleus	REth-R	FD8D9E
10674	right Anterior group of the dorsal thalamus	ATN-R	FE8E9F
10675	right Anteroventral nucleus of thalamus	AV-R	FD909E
10676	right Anteromedial nucleus	AM-R	FE909E
10677	right Anteromedial nucleus, dorsal part	AMd-R	FD8D9F
10678	right Anteromedial nucleus, ventral part	AMv-R	FC909D
10679	right Anterodorsal nucleus	AD-R	FF8F9E
10680	right Interanteromedial nucleus of the thalamus	IAM-R	FE8E9C
10681	right Interanterodorsal nucleus of the thalamus	IAD-R	FC8E9F
10682	right Lateral dorsal nucleus of thalamus	LD-R	FF909D
10683	right Medial group of the dorsal thalamus	MED-R	FF909C
10684	right Intermediodorsal nucleus of the thalamus	IMD-R	FE909F
10685	right Mediodorsal nucleus of thalamus	MD-R	FD909D
10686	right Mediodorsal nucleus of the thalamus, central part	MDc-R	FC909F
10687	right Mediodorsal nucleus of the thalamus, lateral part	MDl-R	FF8F9C
10688	right Mediodorsal nucleus of the thalamus, medial part	MDm-R	FF8D9E
10689	right Submedial nucleus of the thalamus	SMT-R	FD8E9F
10690	right Perireunensis nucleus	PR-R	FD909C
10691	right Midline group of the dorsal thalamus	MTN-R	FE8E9D
10692	right Paraventricular nucleus of the thalamus	PVT-R	FE8F9E
10693	right Parataenial nucleus	PT-R	FF909F
10694	right Nucleus of reuniens	RE-R	FD909F
10695	right Xiphoid thalamic nucleus	Xi-R	FC8F9F
10696	right Intralaminar nuclei of the dorsal thalamus	ILM-R	FF8F9F
10697	right Rhomboid nucleus	RH-R	FF8E9E
10698	right Central medial nucleus of the thalamus	CM-R	FD8E9E
10699	right Paracentral nucleus	PCN-R	FE8D9F
10700	right Central lateral nucleus of the thalamus	CL-R	FD8F9D
10701	right Parafascicular nucleus	PF-R	FC909E
10702	right Posterior intralaminar thalamic nucleus	PIL-R	FE8D9E
10703	right Reticular nucleus of the thalamus	RT-R	FD8F9F
10704	right Geniculate group, ventral thalamus	GENv-R	FD8E9D
10705	right Intergeniculate leaflet of the lateral geniculate complex	IGL-R	FF909E
10706	right Intermediate geniculate nucleus	IntG-R	FE8D9D
10707	right Ventral part of the lateral geniculate complex	LGv-R	FF8E9F
10708	right Ventral part of the lateral geniculate complex, lateral zone	LGvl-R	FE8F9D
10709	right Ventral part of the lateral geniculate complex, medial zone	LGvm-R	FE8E9E
10710	right Subgeniculate nucleus	SubG-R	FD8F9E
10711	right Epithalamus	EPI-R	FC8F9E
10712	right Medial habenula	MH-R	FF8D9F
10713	right Lateral habenula	LH-R	FF8F9D
10714	right Pineal body	PIN-R	FE8F9C
10715	right Hypothalamus	HY-R	E64438
10716	right Periventricular zone	PVZ-R	FF5C4E
10717	right Supraoptic nucleus	SO-R	FE5B50
10718	right Accessory supraoptic group	ASO-R	FE5D4E
10719	right Nucleus circularis	NC-R	FD5D4F
10720	right Paraventricular hypothalamic nucleus	PVH-R	FF5D4F
10721	right Paraventricular hypothalamic nucleus, magnocellular division	PVHm-R	FF5C4F
10722	right Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part	PVHam-R	FF5C50
10723	right Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part	PVHmm-R	FE5D4F
10724	right Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part	PVHpm-R	FF5D4E
10725	right Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone	PVHpml-R	FD5C50
10726	right Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone	PVHpmm-R	FE5C4E
10727	right Paraventricular hypothalamic nucleus, parvicellular division	PVHp-R	FE5C4F
10728	right Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part	PVHap-R	FE5D50
10729	right Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone	PVHmpd-R	FE5C50
10730	right Paraventricular hypothalamic nucleus, parvicellular division, periventricular part	PVHpv-R	FF5B50
10731	right Periventricular hypothalamic nucleus, anterior part	PVa-R	FF5D50
10732	right Periventricular hypothalamic nucleus, intermediate part	PVi-R	FD5D50
10733	right Arcuate hypothalamic nucleus	ARH-R	FF5B4F
10734	right Periventricular region	PVR-R	FF5446
10735	right Anterodorsal preoptic nucleus	ADP-R	FF5547
10736	right Anterior hypothalamic area	AHA-R	FF5546
10737	right Anteroventral preoptic nucleus	AVP-R	FE5447
10738	right Anteroventral periventricular nucleus	AVPV-R	FE5446
10739	right Dorsomedial nucleus of the hypothalamus	DMH-R	FE5445
10740	right Dorsomedial nucleus of the hypothalamus, anterior part	DMHa-R	FE5545
10741	right Dorsomedial nucleus of the hypothalamus, posterior part	DMHp-R	FE5347
10742	right Dorsomedial nucleus of the hypothalamus, ventral part	DMHv-R	FD5546
10743	right Median preoptic nucleus	MEPO-R	FF5445
10744	right Medial preoptic area	MPO-R	FF5346
10745	right Vascular organ of the lamina terminalis	OV-R	FD5447
10746	right Posterodorsal preoptic nucleus	PD-R	FE5346
10747	right Parastrial nucleus	PS-R	FD5446
10748	right Suprachiasmatic preoptic nucleus	PSCH-R	FF5345
10749	right Periventricular hypothalamic nucleus, posterior part	PVp-R	FF5447
10750	right Periventricular hypothalamic nucleus, preoptic part	PVpo-R	FE5547
10751	right Subparaventricular zone	SBPV-R	FD5547
10752	right Suprachiasmatic nucleus	SCH-R	FF5545
10753	right Subfornical organ	SFO-R	FF5347
10754	right Ventromedial preoptic nucleus	VMPO-R	FD5545
10755	right Ventrolateral preoptic nucleus	VLPO-R	FE5546
10756	right Hypothalamic medial zone	MEZ-R	FF4C3C
10757	right Anterior hypothalamic nucleus	AHN-R	FF4B3E
10758	right Anterior hypothalamic nucleus, anterior part	AHNa-R	FE4C3C
10759	right Anterior hypothalamic nucleus, central part	AHNc-R	FE4C3E
10760	right Anterior hypothalamic nucleus, dorsal part	AHNd-R	FE4A3E
10761	right Anterior hypothalamic nucleus, posterior part	AHNp-R	FD4C3D
10762	right Mammillary body	MBO-R	FE4C3D
10763	right Lateral mammillary nucleus	LM-R	FF4B3D
10764	right Medial mammillary nucleus	MM-R	FF4A3E
10765	right Medial mammillary nucleus, median part	Mmme-R	FD4B3E
10766	right Medial mammillary nucleus, lateral part	Mml-R	FC4B3E
10767	right Medial mammillary nucleus, medial part	Mmm-R	FE4A3C
10768	right Medial mammillary nucleus, posterior part	Mmp-R	FE493D
10769	right Medial mammillary nucleus, dorsal part	Mmd-R	FD4A3D
10770	right Supramammillary nucleus	SUM-R	FF493D
10771	right Supramammillary nucleus, lateral part	SUMl-R	FE4C3B
10772	right Supramammillary nucleus, medial part	SUMm-R	FE493E
10773	right Tuberomammillary nucleus	TM-R	FF4B3C
10774	right Tuberomammillary nucleus, dorsal part	TMd-R	FC4C3D
10775	right Tuberomammillary nucleus, ventral part	TMv-R	FF4C3E
10776	right Medial preoptic nucleus	MPN-R	FD4C3E
10777	right Medial preoptic nucleus, central part	MPNc-R	FE4A3D
10778	right Medial preoptic nucleus, lateral part	MPNl-R	FD4B3D
10779	right Medial preoptic nucleus, medial part	MPNm-R	FF4A3C
10780	right Dorsal premammillary nucleus	PMd-R	FC4C3E
10781	right Ventral premammillary nucleus	PMv-R	FF4B3B
10782	right Paraventricular hypothalamic nucleus, descending division	PVHd-R	FF4C3D
10783	right Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part	PVHdp-R	FE4B3E
10784	right Paraventricular hypothalamic nucleus, descending division, forniceal part	PVHf-R	FE4B3D
10785	right Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part	PVHlp-R	FE4B3B
10786	right Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone	PVHmpv-R	FE4B3C
10787	right Ventromedial hypothalamic nucleus	VMH-R	FF4A3D
10788	right Ventromedial hypothalamic nucleus, anterior part	VMHa-R	FD4C3C
10789	right Ventromedial hypothalamic nucleus, central part	VMHc-R	FD4A3E
10790	right Ventromedial hypothalamic nucleus, dorsomedial part	VMHdm-R	FF4C3B
10791	right Ventromedial hypothalamic nucleus, ventrolateral part	VMHvl-R	FF493E
10792	right Posterior hypothalamic nucleus	PH-R	FD4B3C
10793	right Hypothalamic lateral zone	LZ-R	F1483B
10794	right Lateral hypothalamic area	LHA-R	F2483A
10795	right Lateral preoptic area	LPO-R	F2473B
10796	right Preparasubthalamic nucleus	PST-R	F2473A
10797	right Parasubthalamic nucleus	PSTN-R	F1483A
10798	right Perifornical nucleus	PeF-R	F2463A
10799	right Retrochiasmatic area	RCH-R	F2483B
10800	right Subthalamic nucleus	STN-R	F1473B
10801	right Tuberal nucleus	TU-R	F24839
10802	right Zona incerta	ZI-R	F0483B
10803	right Dopaminergic A13 group	A13-R	F2463B
10804	right Fields of Forel	FF-R	F24739
10805	right Median eminence	ME-R	F1473A
10806	right Midbrain	MB-R	FF64FF
10807	right Midbrain, sensory related	MBsen-R	FE7AFF
10808	right Superior colliculus, sensory related	SCs-R	FF79FF
10809	right Superior colliculus, optic layer	SCop-R	FD7AFF
10810	right Superior colliculus, superficial gray layer	SCsg-R	FF78FF
10811	right Superior colliculus, zonal layer	SCzo-R	FF7AFD
10812	right Inferior colliculus	IC-R	FF7AFF
10813	right Inferior colliculus, central nucleus	ICc-R	FE7AFE
10814	right Inferior colliculus, dorsal nucleus	ICd-R	FE79FF
10815	right Inferior colliculus, external nucleus	ICe-R	FE79FE
10816	right Nucleus of the brachium of the inferior colliculus	NB-R	FE7AFD
10817	right Nucleus sagulum	SAG-R	FF7AFE
10818	right Parabigeminal nucleus	PBG-R	FF79FD
10819	right Midbrain trigeminal nucleus	MEV-R	FF79FE
10820	right Subcommissural organ	SCO-R	FF78FE
10821	right Midbrain, motor related	MBmot-R	FE8EFE
10822	right Substantia nigra, reticular part	SNr-R	FF8DFD
10823	right Ventral tegmental area	VTA-R	FE8DFF
10824	right Paranigral nucleus	PN-R	FF8EFE
10825	right Midbrain reticular nucleus, retrorubral area	RR-R	FD8FFF
10826	right Midbrain reticular nucleus	MRN-R	FF8FFD
10827	right Midbrain reticular nucleus, magnocellular part	MRNm-R	FF8EFC
10828	right Midbrain reticular nucleus, magnocellular part, general	MRNmg-R	FF8DFF
10829	right Midbrain reticular nucleus, parvicellular part	MRNp-R	FE8EFD
10830	right Superior colliculus, motor related	SCm-R	FE8FFD
10831	right Superior colliculus, motor related, deep gray layer	SCdg-R	FF8FFF
10832	right Superior colliculus, motor related, deep white layer	SCdw-R	FF8FFE
10833	right Superior colliculus, motor related, intermediate white layer	SCiw-R	FF90FE
10834	right Superior colliculus, motor related, intermediate gray layer	SCig-R	FF90FF
10835	right Superior colliculus, motor related, intermediate gray layer, sublayer a	SCig-a-R	FF8EFD
10836	right Superior colliculus, motor related, intermediate gray layer, sublayer b	SCig-b-R	FD90FD
10837	right Superior colliculus, motor related, intermediate gray layer, sublayer c	SCig-c-R	FD8EFF
10838	right Periaqueductal gray	PAG-R	FC8FFF
10839	right Precommissural nucleus	PRC-R	FE90FE
10840	right Interstitial nucleus of Cajal	INC-R	FF90FD
10841	right Nucleus of Darkschewitsch	ND-R	FD8FFD
10842	right Supraoculomotor periaqueductal gray	Su3-R	FD90FC
10843	right Pretectal region	PRT-R	FD8EFD
10844	right Anterior pretectal nucleus	APN-R	FE8EFF
10845	right Medial pretectal area	MPT-R	FF90FC
10846	right Nucleus of the optic tract	NOT-R	FF8FFC
10847	right Nucleus of the posterior commissure	NPC-R	FF8DFE
10848	right Olivary pretectal nucleus	OP-R	FE90FC
10849	right Posterior pretectal nucleus	PPT-R	FC8FFE
10850	right Retroparafascicular nucleus	RPF-R	FD8DFF
10851	right Intercollicular nucleus	InCo-R	FC90FD
10852	right Cuneiform nucleus	CUN-R	FC90FF
10853	right Red nucleus	RN-R	FE90FD
10854	right Oculomotor nucleus	III-R	FE90FF
10855	right Medial accesory oculomotor nucleus	MA3-R	FC8EFF
10856	right Edinger-Westphal nucleus	EW-R	FE8FFC
10857	right Trochlear nucleus	IV-R	FD90FF
10858	right Paratrochlear nucleus	Pa4-R	FE8DFE
10859	right Ventral tegmental nucleus	VTN-R	FC90FE
10860	right Anterior tegmental nucleus	AT-R	FD90FE
10861	right Lateral terminal nucleus of the accessory optic tract	LT-R	FE8FFE
10862	right Dorsal terminal nucleus of the accessory optic tract	DT-R	FF8EFF
10863	right Medial terminal nucleus of the accessory optic tract	MT-R	FE8FFF
10864	right Substantia nigra, lateral part	SNl-R	FD8EFE
10865	right Midbrain, behavioral state related	MBsta-R	FD8FFE
10866	right Substantia nigra, compact part	SNc-R	FFA6FD
10867	right Pedunculopontine nucleus	PPN-R	FFA5FD
10868	right Midbrain raphe nuclei	RAmb-R	FFA5FF
10869	right Interfascicular nucleus raphe	IF-R	FFA6FF
10870	right Interpeduncular nucleus	IPN-R	FFA6FE
10871	right Interpeduncular nucleus, rostral	IPR-R	FFA4FE
10872	right Interpeduncular nucleus, caudal	IPC-R	FFA5FE
10873	right Interpeduncular nucleus, apical	IPA-R	FEA6FE
10874	right Interpeduncular nucleus, lateral	IPL-R	FEA5FF
10875	right Interpeduncular nucleus, intermediate	IPI-R	FEA6FD
10876	right Interpeduncular nucleus, dorsomedial	IPDM-R	FEA4FF
10877	right Interpeduncular nucleus, dorsolateral	IPDL-R	FDA6FE
10878	right Interpeduncular nucleus, rostrolateral	IPRL-R	FEA5FE
10879	right Rostral linear nucleus raphe	RL-R	FEA6FF
10880	right Central linear nucleus raphe	CLI-R	FFA4FF
10881	right Dorsal nucleus raphe	DR-R	FDA6FF
10882	right Hindbrain	HB-R	FF9B87
10883	right Pons	P-R	FF9B88
10884	right Pons, sensory related	P-sen-R	FFAC6D
10885	right Nucleus of the lateral lemniscus	NLL-R	FFAC6F
10886	right Nucleus of the lateral lemniscus, dorsal part	NLLd-R	FFAE6E
10887	right Nucleus of the lateral lemniscus, horizontal part	NLLh-R	FFAD6F
10888	right Nucleus of the lateral lemniscus, ventral part	NLLv-R	FEAE6F
10889	right Principal sensory nucleus of the trigeminal	PSV-R	FFAE6F
10890	right Parabrachial nucleus	PB-R	FFAD6D
10891	right Koelliker-Fuse subnucleus	KF-R	FEAD6E
10892	right Parabrachial nucleus, lateral division	PBl-R	FEAE6D
10893	right Parabrachial nucleus, lateral division, central lateral part	PBlc-R	FDAE6F
10894	right Parabrachial nucleus, lateral division, dorsal lateral part	PBld-R	FFAC6E
10895	right Parabrachial nucleus, lateral division, external lateral part	PBle-R	FDAE6D
